pruid	prname	prnameFR	date	numconf	numprob	numdeaths	numtotal	numtested	numrecover	percentrecover	ratetested	numtoday	percentoday	ratetotal	ratedeaths	deathstoday	percentdeath	testedtoday	recoveredtoday	percentactive
35	Ontario	Ontario	9/6/2020	31090	0	2464	31090	851609	24829	79.86	58463	230	0.75	213.43	16.915	14	7.93	13067	337	12.21
24	Quebec	Qu??bec	9/6/2020	53185	0	5029	53185	493724	19361	36.4	58188	138	0.26	626.81	59.27	45	9.46	3847	367	54.14
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	9/6/2020	261	0	3	261	13705	256	98.08	26278	0	0	50.04	0.575	0	1.15	282	0	0.77
13	New Brunswick	Nouveau-Brunswick	9/6/2020	147	0	1	147	32205	121	82.31	41457	1	0.68	18.92	0.129	0	0.68	424	0	17.01
12	Nova Scotia	Nouvelle-??cosse	9/6/2020	1060	0	62	1060	47489	999	94.25	48887	1	0.09	109.12	6.383	1	5.85	472	0	-0.09
11	Prince Edward Island	??le-du-Prince-??douard	9/6/2020	27	0	0	27	7734	27	100	49278	0	0	17.2	0	0	0	240	0	0
60	Yukon	Yukon	9/6/2020	11	0	0	11	1219	11	100	29838	0	0	26.93	0	0	0	5	0	0
61	Northwest Territories	Territoires du Nord-Ouest	9/6/2020	5	0	0	5	2139	5	100	47718	0	0	11.15	0	0	0	9	0	0
62	Nunavut	Nunavut	9/6/2020	0	0	0	0	855	0	N/A	22047	0	0	0	0	0		14	0	
99	Repatriated travellers	Voyageurs rapatri??s	9/6/2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	9/6/2020	96642	11	7897	96653	1955719	55572	57.5	52029	409	0.42	257.13	21.009	62	8.17	25578	739	34.33
59	British Columbia	Colombie-Britannique	10/6/2020	2680	0	167	2680	137001	2328	86.87	27015	11	0.41	52.85	3.293	0	6.23	1547	9	6.9
48	Alberta	Alberta	10/6/2020	7276	0	151	7276	278556	6754	92.83	63724	47	0.65	166.45	3.454	0	2.08	5589	32	5.1
47	Saskatchewan	Saskatchewan	10/6/2020	658	0	13	658	47730	624	94.83	40640	2	0.3	56.03	1.107	0	1.98	483	0	3.19
46	Manitoba	Manitoba	10/6/2020	289	11	7	300	49929	285	95	36459	0	0	21.91	0.511	0	2.33	633	0	2.67
35	Ontario	Ontario	10/6/2020	31341	0	2475	31341	870898	25380	80.98	59788	251	0.81	215.16	16.991	11	7.9	19289	551	11.12
24	Quebec	Qu??bec	10/6/2020	53341	0	5081	53341	498550	19841	37.2	58757	156	0.29	628.65	59.882	52	9.53	4826	480	53.28
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	10/6/2020	261	0	3	261	13870	256	98.08	26594	0	0	50.04	0.575	0	1.15	165	0	0.77
13	New Brunswick	Nouveau-Brunswick	10/6/2020	151	0	1	151	32562	121	80.13	41917	4	2.72	19.44	0.129	0	0.66	357	0	19.21
12	Nova Scotia	Nouvelle-??cosse	10/6/2020	1061	0	62	1061	47962	994	93.69	49374	1	0.09	109.22	6.383	0	5.84	473	-5	0.47
11	Prince Edward Island	??le-du-Prince-??douard	10/6/2020	27	0	0	27	7879	27	100	50202	0	0	17.2	0	0	0	145	0	0
60	Yukon	Yukon	10/6/2020	11	0	0	11	1228	11	100	30058	0	0	26.93	0	0	0	9	0	0
61	Northwest Territories	Territoires du Nord-Ouest	10/6/2020	5	0	0	5	2147	5	100	47896	0	0	11.15	0	0	0	8	0	0
62	Nunavut	Nunavut	10/6/2020	0	0	0	0	867	0	N/A	22357	0	0	0	0	0		12	0	
99	Repatriated travellers	Voyageurs rapatri??s	10/6/2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	10/6/2020	97114	11	7960	97125	1989255	56639	58.32	52921	472	0.49	258.38	21.176	63	8.2	33536	1067	33.49
59	British Columbia	Colombie-Britannique	11/6/2020	2694	0	167	2694	138319	2344	87.01	27275	14	0.52	53.12	3.293	0	6.2	1318	16	6.79
48	Alberta	Alberta	11/6/2020	7316	0	149	7316	284788	6788	92.78	65149	40	0.55	167.36	3.409	-2	2.04	6232	34	5.18
47	Saskatchewan	Saskatchewan	11/6/2020	660	0	13	660	48356	626	94.85	41173	2	0.3	56.2	1.107	0	1.97	626	2	3.18
46	Manitoba	Manitoba	11/6/2020	289	11	7	300	50663	286	95.33	36995	0	0	21.91	0.511	0	2.33	734	1	2.33
35	Ontario	Ontario	11/6/2020	31544	0	2487	31544	894443	25885	82.06	61404	203	0.65	216.55	17.073	12	7.88	23545	505	10.06
24	Quebec	Qu??bec	11/6/2020	53485	0	5105	53485	504056	20299	37.95	59406	144	0.27	630.35	60.165	24	9.54	5506	458	52.5
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	11/6/2020	261	0	3	261	14071	256	98.08	26980	0	0	50.04	0.575	0	1.15	201	0	0.77
13	New Brunswick	Nouveau-Brunswick	11/6/2020	153	0	1	153	32928	123	80.39	42388	2	1.32	19.7	0.129	0	0.65	366	2	18.95
12	Nova Scotia	Nouvelle-??cosse	11/6/2020	1061	0	62	1061	48411	995	93.78	49837	0	0	109.22	6.383	0	5.84	449	1	0.38
11	Prince Edward Island	??le-du-Prince-??douard	11/6/2020	27	0	0	27	8110	27	100	51673	0	0	17.2	0	0	0	231	0	0
60	Yukon	Yukon	11/6/2020	11	0	0	11	1232	11	100	30156	0	0	26.93	0	0	0	4	0	0
61	Northwest Territories	Territoires du Nord-Ouest	11/6/2020	5	0	0	5	2166	5	100	48320	0	0	11.15	0	0	0	19	0	0
62	Nunavut	Nunavut	11/6/2020	0	0	0	0	877	0	N/A	22615	0	0	0	0	0		10	0	
99	Repatriated travellers	Voyageurs rapatri??s	11/6/2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	11/6/2020	97519	11	7994	97530	2028496	57658	59.12	53965	405	0.42	259.46	21.267	34	8.2	39241	1019	32.69
59	British Columbia	Colombie-Britannique	12/6/2020	2709	0	168	2709	139950	2354	86.9	27596	15	0.56	53.42	3.313	1	6.2	1631	10	6.9
48	Alberta	Alberta	12/6/2020	7346	0	149	7346	291329	6811	92.72	66646	30	0.41	168.05	3.409	0	2.03	6541	23	5.25
47	Saskatchewan	Saskatchewan	12/6/2020	663	0	13	663	48904	627	94.57	41639	3	0.45	56.45	1.107	0	1.96	548	1	3.47
46	Manitoba	Manitoba	12/6/2020	290	11	7	301	51402	289	96.01	37534	1	0.33	21.98	0.511	0	2.33	739	3	1.66
35	Ontario	Ontario	12/6/2020	31726	0	2498	31726	921851	26187	82.54	63285	182	0.58	217.8	17.149	11	7.87	27408	302	9.59
24	Quebec	Qu??bec	12/6/2020	53666	0	5148	53666	509452	20823	38.8	60042	181	0.34	632.48	60.672	43	9.59	5396	524	51.61
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	12/6/2020	261	0	3	261	14236	256	98.08	27296	0	0	50.04	0.575	0	1.15	165	0	0.77
13	New Brunswick	Nouveau-Brunswick	12/6/2020	154	0	1	154	33327	125	81.17	42901	1	0.65	19.82	0.129	0	0.65	399	2	18.18
12	Nova Scotia	Nouvelle-??cosse	12/6/2020	1061	0	62	1061	49024	995	93.78	50468	0	0	109.22	6.383	0	5.84	613	0	0.38
11	Prince Edward Island	??le-du-Prince-??douard	12/6/2020	27	0	0	27	8241	27	100	52508	0	0	17.2	0	0	0	131	0	0
60	Yukon	Yukon	12/6/2020	11	0	0	11	1235	11	100	30230	0	0	26.93	0	0	0	3	0	0
61	Northwest Territories	Territoires du Nord-Ouest	12/6/2020	5	0	0	5	2177	5	100	48566	0	0	11.15	0	0	0	11	0	0
62	Nunavut	Nunavut	12/6/2020	0	0	0	0	892	0	N/A	23002	0	0	0	0	0		15	0	
99	Repatriated travellers	Voyageurs rapatri??s	12/6/2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	12/6/2020	97932	11	8049	97943	2072096	58523	59.75	55125	413	0.42	260.56	21.413	55	8.22	43600	865	32.03
59	British Columbia	Colombie-Britannique	13-06-2020	2709	0	168	2709	141630	2354	86.9	27928	0	0	53.42	3.313	0	6.2	1680	0	6.9
48	Alberta	Alberta	13-06-2020	7383	0	150	7383	297108	6830	92.51	67968	37	0.5	168.9	3.431	1	2.03	5779	19	5.46
47	Saskatchewan	Saskatchewan	13-06-2020	664	0	13	664	49412	628	94.58	42072	1	0.15	56.54	1.107	0	1.96	508	1	3.46
46	Manitoba	Manitoba	13-06-2020	292	11	7	303	52048	289	95.38	38006	2	0.66	22.13	0.511	0	2.31	646	0	2.31
35	Ontario	Ontario	13-06-2020	31992	0	2507	31992	948410	26538	82.95	65109	266	0.84	219.63	17.211	9	7.84	26559	351	9.21
24	Quebec	Qu??bec	13-06-2020	53824	0	5195	53824	514868	21281	39.54	60680	158	0.29	634.35	61.226	47	9.65	5416	458	50.81
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	13-06-2020	261	0	3	261	14419	256	98.08	27647	0	0	50.04	0.575	0	1.15	183	0	0.77
13	New Brunswick	Nouveau-Brunswick	13-06-2020	157	0	2	157	33759	126	80.25	43458	3	1.95	20.21	0.257	1	1.27	432	1	18.47
12	Nova Scotia	Nouvelle-??cosse	13-06-2020	1061	0	62	1061	49644	996	93.87	51106	0	0	109.22	6.383	0	5.84	620	1	0.28
11	Prince Edward Island	??le-du-Prince-??douard	13-06-2020	27	0	0	27	8241	27	100	52508	0	0	17.2	0	0	0	0	0	0
60	Yukon	Yukon	13-06-2020	11	0	0	11	1235	11	100	30230	0	0	26.93	0	0	0	0	0	0
61	Northwest Territories	Territoires du Nord-Ouest	13-06-2020	5	0	0	5	2177	5	100	48566	0	0	11.15	0	0	0	0	0	0
62	Nunavut	Nunavut	13-06-2020	0	0	0	0	897	0	N/A	23130	0	0	0	0	0		5	0	
99	Repatriated travellers	Voyageurs rapatri??s	13-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	13-06-2020	98399	11	8107	98410	2113924	59354	60.31	56237	467	0.48	261.8	21.567	58	8.24	41828	831	31.45
59	British Columbia	Colombie-Britannique	14-06-2020	2709	0	168	2709	143333	2354	86.9	28263	0	0	53.42	3.313	0	6.2	1703	0	6.9
48	Alberta	Alberta	14-06-2020	7433	0	150	7433	303912	6861	92.3	69524	50	0.68	170.04	3.431	0	2.02	6804	31	5.68
47	Saskatchewan	Saskatchewan	14-06-2020	665	0	13	665	49843	628	94.44	42439	1	0.15	56.62	1.107	0	1.95	431	0	3.61
46	Manitoba	Manitoba	14-06-2020	293	11	7	304	52650	289	95.07	38446	1	0.33	22.2	0.511	0	2.3	602	0	2.63
35	Ontario	Ontario	14-06-2020	32189	0	2519	32189	970926	26961	83.76	66655	197	0.62	220.98	17.293	12	7.83	22516	423	8.42
24	Quebec	Qu??bec	14-06-2020	53952	0	5222	53952	520873	21742	40.3	61388	128	0.24	635.85	61.544	27	9.68	6005	461	50.02
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	14-06-2020	261	0	3	261	14592	256	98.08	27979	0	0	50.04	0.575	0	1.15	173	0	0.77
13	New Brunswick	Nouveau-Brunswick	14-06-2020	157	0	2	157	33954	129	82.17	43709	0	0	20.21	0.257	0	1.27	195	3	16.56
12	Nova Scotia	Nouvelle-??cosse	14-06-2020	1061	0	62	1061	50066	996	93.87	51540	0	0	109.22	6.383	0	5.84	422	0	0.28
11	Prince Edward Island	??le-du-Prince-??douard	14-06-2020	27	0	0	27	8241	27	100	52508	0	0	17.2	0	0	0	0	0	0
60	Yukon	Yukon	14-06-2020	11	0	0	11	1235	11	100	30230	0	0	26.93	0	0	0	0	0	0
61	Northwest Territories	Territoires du Nord-Ouest	14-06-2020	5	0	0	5	2177	5	100	48566	0	0	11.15	0	0	0	0	0	0
62	Nunavut	Nunavut	14-06-2020	0	0	0	0	898	0	N/A	23156	0	0	0	0	0		1	0	
99	Repatriated travellers	Voyageurs rapatri??s	14-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	14-06-2020	98776	11	8146	98787	2152776	60272	61.01	57271	377	0.38	262.81	21.671	39	8.25	38852	918	30.74
59	British Columbia	Colombie-Britannique	15-06-2020	2745	0	168	2745	143524	2395	87.25	28301	36	1.33	54.13	3.313	0	6.12	191	41	6.63
48	Alberta	Alberta	15-06-2020	7453	0	151	7453	306887	6862	92.07	70205	20	0.27	170.5	3.454	1	2.03	2975	1	5.9
47	Saskatchewan	Saskatchewan	15-06-2020	683	0	13	683	50331	629	92.09	42855	18	2.71	58.15	1.107	0	1.9	488	1	6
46	Manitoba	Manitoba	15-06-2020	293	11	7	304	53342	292	96.05	38951	0	0	22.2	0.511	0	2.3	692	3	1.64
35	Ontario	Ontario	15-06-2020	32370	0	2527	32370	991966	27213	84.07	68099	181	0.56	222.22	17.348	8	7.81	21040	252	8.12
24	Quebec	Qu??bec	15-06-2020	54054	0	5242	54054	524979	22213	41.09	61872	102	0.19	637.06	61.78	20	9.7	4106	471	49.21
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	15-06-2020	261	0	3	261	14694	257	98.47	28174	0	0	50.04	0.575	0	1.15	102	1	0.38
13	New Brunswick	Nouveau-Brunswick	15-06-2020	160	0	2	160	34261	129	80.63	44104	3	1.91	20.6	0.257	0	1.25	307	0	18.13
12	Nova Scotia	Nouvelle-??cosse	15-06-2020	1061	0	62	1061	50313	996	93.87	51795	0	0	109.22	6.383	0	5.84	247	0	0.28
11	Prince Edward Island	??le-du-Prince-??douard	15-06-2020	27	0	0	27	8750	27	100	55751	0	0	17.2	0	0	0	509	0	0
60	Yukon	Yukon	15-06-2020	11	0	0	11	1235	11	100	30230	0	0	26.93	0	0	0	0	0	0
61	Northwest Territories	Territoires du Nord-Ouest	15-06-2020	5	0	0	5	2215	5	100	49413	0	0	11.15	0	0	0	38	0	0
62	Nunavut	Nunavut	15-06-2020	0	0	0	0	903	0	N/A	23285	0	0	0	0	0		5	0	
99	Repatriated travellers	Voyageurs rapatri??s	15-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	15-06-2020	99136	11	8175	99147	2183476	61042	61.57	58088	360	0.36	263.76	21.748	29	8.25	30700	770	30.19
59	British Columbia	Colombie-Britannique	16-06-2020	2756	0	168	2756	145243	2416	87.66	28640	11	0.4	54.34	3.313	0	6.1	1719	21	6.24
48	Alberta	Alberta	16-06-2020	7482	0	151	7482	312351	6882	91.98	71455	29	0.39	171.16	3.454	0	2.02	5464	20	6
47	Saskatchewan	Saskatchewan	16-06-2020	684	0	13	684	50728	631	92.25	43193	1	0.15	58.24	1.107	0	1.9	397	2	5.85
46	Manitoba	Manitoba	16-06-2020	293	11	7	304	53860	292	96.05	39329	0	0	22.2	0.511	0	2.3	518	0	1.64
35	Ontario	Ontario	16-06-2020	32554	0	2538	32554	1012980	27431	84.26	69542	184	0.57	223.48	17.423	11	7.8	21014	218	7.94
24	Quebec	Qu??bec	16-06-2020	54146	0	5269	54146	528245	22350	41.28	62257	92	0.17	638.14	62.098	27	9.73	3266	137	48.99
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	16-06-2020	261	0	3	261	14902	257	98.47	28573	0	0	50.04	0.575	0	1.15	208	0	0.38
13	New Brunswick	Nouveau-Brunswick	16-06-2020	163	0	2	163	34510	131	80.37	44424	3	1.88	20.98	0.257	0	1.23	249	2	18.4
12	Nova Scotia	Nouvelle-??cosse	16-06-2020	1061	0	62	1061	50516	997	93.97	52004	0	0	109.22	6.383	0	5.84	203	1	0.19
11	Prince Edward Island	??le-du-Prince-??douard	16-06-2020	27	0	0	27	8916	27	100	56809	0	0	17.2	0	0	0	166	0	0
60	Yukon	Yukon	16-06-2020	11	0	0	11	1243	11	100	30425	0	0	26.93	0	0	0	8	0	0
61	Northwest Territories	Territoires du Nord-Ouest	16-06-2020	5	0	0	5	2225	5	100	49636	0	0	11.15	0	0	0	10	0	0
62	Nunavut	Nunavut	16-06-2020	0	0	0	0	935	0	N/A	24110	0	0	0	0	0		32	0	
99	Repatriated travellers	Voyageurs rapatri??s	16-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	16-06-2020	99456	11	8213	99467	2216730	61443	61.77	58972	320	0.32	264.62	21.849	38	8.26	33254	401	29.97
59	British Columbia	Colombie-Britannique	17-06-2020	2775	0	168	2775	146712	2422	87.28	28930	19	0.69	54.72	3.313	0	6.05	1469	6	6.67
48	Alberta	Alberta	17-06-2020	7530	0	151	7530	318276	6893	91.54	72810	48	0.64	172.26	3.454	0	2.01	5925	11	6.45
47	Saskatchewan	Saskatchewan	17-06-2020	693	0	13	693	51127	633	91.34	43532	9	1.32	59.01	1.107	0	1.88	399	2	6.78
46	Manitoba	Manitoba	17-06-2020	295	11	7	306	54204	293	95.75	39580	2	0.66	22.34	0.511	0	2.29	344	1	1.96
35	Ontario	Ontario	17-06-2020	32744	0	2550	32744	1036393	27784	84.85	71149	190	0.58	224.79	17.506	12	7.79	23413	353	7.36
24	Quebec	Qu??bec	17-06-2020	54263	0	5298	54263	533133	22549	41.56	62833	117	0.22	639.52	62.44	29	9.76	4888	199	48.68
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	17-06-2020	261	0	3	261	15091	257	98.47	28935	0	0	50.04	0.575	0	1.15	189	0	0.38
13	New Brunswick	Nouveau-Brunswick	17-06-2020	164	0	2	164	34992	133	81.1	45045	1	0.61	21.11	0.257	0	1.22	482	2	17.68
12	Nova Scotia	Nouvelle-??cosse	17-06-2020	1061	0	62	1061	50893	997	93.97	52392	0	0	109.22	6.383	0	5.84	377	0	0.19
11	Prince Edward Island	??le-du-Prince-??douard	17-06-2020	27	0	0	27	9163	27	100	58383	0	0	17.2	0	0	0	247	0	0
60	Yukon	Yukon	17-06-2020	11	0	0	11	1245	11	100	30474	0	0	26.93	0	0	0	2	0	0
61	Northwest Territories	Territoires du Nord-Ouest	17-06-2020	5	0	0	5	2227	5	100	49681	0	0	11.15	0	0	0	2	0	0
62	Nunavut	Nunavut	17-06-2020	0	0	0	0	949	0	N/A	24471	0	0	0	0	0		14	0	
99	Repatriated travellers	Voyageurs rapatri??s	17-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	17-06-2020	99842	11	8254	99853	2254481	62017	62.11	59977	386	0.39	265.64	21.958	41	8.27	37751	574	29.63
59	British Columbia	Colombie-Britannique	18-06-2020	2783	0	168	2783	148500	2425	87.14	29282	8	0.29	54.88	3.313	0	6.04	1788	3	6.83
48	Alberta	Alberta	18-06-2020	7579	0	152	7579	324964	6938	91.54	74340	49	0.65	173.38	3.477	1	2.01	6688	45	6.45
47	Saskatchewan	Saskatchewan	18-06-2020	708	0	13	708	51644	636	89.83	43972	15	2.16	60.28	1.107	0	1.84	517	3	8.33
46	Manitoba	Manitoba	18-06-2020	297	11	7	308	54842	293	95.13	40046	2	0.65	22.49	0.511	0	2.27	638	0	2.6
35	Ontario	Ontario	18-06-2020	32917	0	2553	32917	1060845	28004	85.07	72827	173	0.53	225.98	17.526	3	7.76	24452	220	7.17
24	Quebec	Qu??bec	18-06-2020	54383	0	5340	54383	538818	22754	41.84	63503	120	0.22	640.93	62.935	42	9.82	5685	205	48.34
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	18-06-2020	261	0	3	261	15303	258	98.85	29342	0	0	50.04	0.575	0	1.15	212	1	0
13	New Brunswick	Nouveau-Brunswick	18-06-2020	164	0	2	164	35355	135	82.32	45512	0	0	21.11	0.257	0	1.22	363	2	16.46
12	Nova Scotia	Nouvelle-??cosse	18-06-2020	1061	0	62	1061	51358	997	93.97	52870	0	0	109.22	6.383	0	5.84	465	0	0.19
11	Prince Edward Island	??le-du-Prince-??douard	18-06-2020	27	0	0	27	9286	27	100	59166	0	0	17.2	0	0	0	123	0	0
60	Yukon	Yukon	18-06-2020	11	0	0	11	1250	11	100	30597	0	0	26.93	0	0	0	5	0	0
61	Northwest Territories	Territoires du Nord-Ouest	18-06-2020	5	0	0	5	2231	5	100	49770	0	0	11.15	0	0	0	4	0	0
62	Nunavut	Nunavut	18-06-2020	0	0	0	0	968	0	N/A	24961	0	0	0	0	0		19	0	
99	Repatriated travellers	Voyageurs rapatri??s	18-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	18-06-2020	100209	11	8300	100220	2295440	62496	62.36	61066	367	0.37	266.62	22.081	46	8.28	40959	479	29.36
59	British Columbia	Colombie-Britannique	19-06-2020	2790	0	168	2790	149929	2444	87.6	29564	7	0.25	55.02	3.313	0	6.02	1429	19	6.38
48	Alberta	Alberta	19-06-2020	7625	0	152	7625	332766	6961	91.29	76125	46	0.61	174.43	3.477	0	1.99	7802	23	6.71
47	Saskatchewan	Saskatchewan	19-06-2020	716	0	13	716	52278	636	88.83	44512	8	1.13	60.96	1.107	0	1.82	634	0	9.36
46	Manitoba	Manitoba	19-06-2020	300	11	7	311	55401	293	94.21	40454	3	0.97	22.71	0.511	0	2.25	559	0	3.54
35	Ontario	Ontario	19-06-2020	33095	0	2564	33095	1087179	28250	85.36	74635	178	0.54	227.2	17.602	11	7.75	26334	246	6.89
24	Quebec	Qu??bec	19-06-2020	54550	0	5375	54550	545165	22972	42.11	64251	167	0.31	642.9	63.347	35	9.85	6347	218	48.03
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	19-06-2020	261	0	3	261	15539	258	98.85	29794	0	0	50.04	0.575	0	1.15	236	0	0
13	New Brunswick	Nouveau-Brunswick	19-06-2020	164	0	2	164	35619	135	82.32	45852	0	0	21.11	0.257	0	1.22	264	0	16.46
12	Nova Scotia	Nouvelle-??cosse	19-06-2020	1061	0	62	1061	51658	998	94.06	53179	0	0	109.22	6.383	0	5.84	300	1	0.09
11	Prince Edward Island	??le-du-Prince-??douard	19-06-2020	27	0	0	27	9490	27	100	60466	0	0	17.2	0	0	0	204	0	0
60	Yukon	Yukon	19-06-2020	11	0	0	11	1250	11	100	30597	0	0	26.93	0	0	0	0	0	0
61	Northwest Territories	Territoires du Nord-Ouest	19-06-2020	5	0	0	5	2239	5	100	49949	0	0	11.15	0	0	0	8	0	0
62	Nunavut	Nunavut	19-06-2020	0	0	0	0	974	0	N/A	25116	0	0	0	0	0		6	0	
99	Repatriated travellers	Voyageurs rapatri??s	19-06-2020	13	0		13	76	13	100		0	0					0	0	
1	Canada	Canada	19-06-2020	100618	11	8346	100629	2339563	63003	62.61	62240	409	0.41	267.71	22.203	46	8.29	44123	507	29.1
